"DMA","CITY","ST","NETWORK","CALLSIGN","FACIL
ID NO","VIRTUAL CHAN","
DIGITAL CHAN","ANALOG TERMINATION DATE","HRDSHP WVR","NL","SIGNAL & CONSTRUCTION ISSUES","LICENSEE"
"LOUISVILLE","LOUISVILLE","KY","PBS","WKPC-TV",21432,15,17,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"LOUISVILLE","LOUISVILLE","KY","CBS","WLKY-TV",53939,32,26,6/12/09,,"S",,"WLKY HEARST-ARGYLE TELEVISION, INC."
"LOUISVILLE","SALEM","IN","MYTV","WMYO",34167,58,51,6/12/09,,,"PHASED TRAN","INDEPENDENCE TELEVISION COMPANY"
"LUBBOCK","LUBBOCK","TX","ABC","KAMC",40820,28,27,2/17/09,,,,"MISSION BROADCASTING, INC."
"LUBBOCK","LUBBOCK","TX","NBC","KCBD",27507,11,11,6/12/09,,,,"KCBD LICENSE SUBSIDIARY, LLC"
"LUBBOCK","LUBBOCK","TX","FOX","KJTV-TV",55031,34,35,2/17/09,,,,"RAMAR COMMUNICATIONS, INC."
"LUBBOCK","LUBBOCK","TX","CBS","KLBK-TV",3660,13,40,2/17/09,,,,"NEXSTAR BROADCASTING, INC."
"LUBBOCK","LUBBOCK","TX","IND","KPTB",53544,16,16,"Before 2/17/09",,,,"PRIME TIME CHRISTIAN BROADCASTING, INC"
"LUBBOCK","LUBBOCK","TX","PBS","KTXT-TV",65355,5,39,2/17/09,,,"2% LOSS","TEXAS TECH UNIVERSITY"
"LUBBOCK","WOLFFORTH","TX","CW","KLCW-TV",77719,22,43,2/17/09,,,,"WOODS COMMUNICATIONS CORPORATION"
"MACON","COCHRAN","GA","PBS","WMUM-TV",23935,29,7,2/17/09,,,,"GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION"
"MACON","MACON","GA","IND","WGNM",24618,64,45,"Before 2/17/09",,,,"CHRISTIAN TELEVISION NETWORK, INC."
"MACON","MACON","GA","FOX","WGXA",58262,24,16,2/17/09,,,,"FOX24 OF MACON LICENSE LLC"
"MACON","MACON","GA","CBS","WMAZ-TV",46991,13,13,6/12/09,,,,"PACIFIC AND SOUTHERN COMPANY, INC."
"MACON","MACON","GA","NBC","WMGT-TV",43847,41,40,2/17/09,,,,"MORRIS NETWORK, INC."
"MACON","PERRY","GA","ABC","WPGA-TV",54728,58,32,2/17/09,,,"2% LOSS","RADIO PERRY, INC."
"MADISON","JANESVILLE","WI","CW","WBUW",26025,57,32,2/17/09,,,,"ACME TELEVISION LICENSES OF MADISON, LLC"
"MADISON","MADISON","WI","PBS","WHA-TV",6096,21,20,4/5/09,,,,"BD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM"
"MADISON","MADISON","WI","CBS","WISC-TV",65143,3,50,2/17/09,,,,"TELEVISION WISCONSIN, INC."
"MADISON","MADISON","WI","ABC","WKOW-TV",64545,27,26,2/17/09,,,,"WKOW TELEVISION, INC."
"MADISON","MADISON","WI","FOX","WMSN-TV",10221,47,49,6/12/09,,,,"WMSN LICENSEE, LLC"
"MADISON","MADISON","WI","NBC","WMTV",6870,15,19,"Before 2/17/09",,,"2% LOSS","GRAY TELEVISION LICENSEE, LLC"
"MANKATO","MANKATO","MN","CBS","KEYC-TV",68853,12,12,6/12/09,,,"PHASED TRAN","UNITED COMMUNICATIONS CORPORATION"
"MARQUETTE","CALUMET","MI","CW","WBKP",76001,5,5,6/12/09,,,,"LAKE SUPERIOR COMMUNITY BROADCASTING CORPORATION"
"MARQUETTE","ESCANABA","MI","CBS","WJMN-TV",9630,3,48,6/12/09,,"S","2% LOSS/PHSD TRAN","WFRV AND WJMN TELEVISION STATION INC."
"MARQUETTE","IRON MOUNTAIN","MI","IND","WDHS",15498,8,8,6/12/09,,,"2% LOSS/EXT-OPER","W. RUSSELL WITHERS, JR."
"MARQUETTE","ISHPEMING","MI","ABC","WBUP",59281,10,10,6/12/09,,,,"LAKE SUPERIOR COMMUNITY BROADCASTING CORPORATION"
"MARQUETTE","MARQUETTE","MI","NBC","WLUC-TV",21259,6,35,6/12/09,,,"2% LOSS/PHSD TRAN","BARRINGTON MARQUETTE LICENSE LLC"
"MARQUETTE","MARQUETTE","MI","FOX","WMQF",81448,19,19,6/12/09,,," ","MARQUETTE BROADCASTING, INC."
"MARQUETTE","MARQUETTE","MI","ETV","WNMU",4318,13,13,5/13/09,,,"PHASED TRAN","BOARD OF CONTROL, NORTHERN MICHIGAN UNIVERSITY"
"MEDFORD-KLAMATH FALLS","GRANTS PASS","OR","3 ANGLS","KBLN",83306,30,30,2/17/09,,,,"BETTER LIFE TELEVISION, INC."
"MEDFORD-KLAMATH FALLS","KLAMATH FALLS","OR","ABC","KDKF",60740,31,29,2/17/09,,,,"SODA MOUNTAIN BROADCASTING, INC."
"MEDFORD-KLAMATH FALLS","KLAMATH FALLS","OR","PBS","KFTS",61335,22,33,6/12/09,,,,"SOUTHERN OREGON PUBLIC TELEVISION"
"MEDFORD-KLAMATH FALLS","KLAMATH FALLS","OR","NBC","KOTI",8284,2,13,2/17/09,,,"2% LOSS","CALIFORNIA OREGON BROADCASTING, INC."
"MEDFORD-KLAMATH FALLS","MEDFORD","OR","ABC","KDRV",60736,12,12,2/17/09,,,,"SODA MOUNTAIN BROADCASTING, INC."
"MEDFORD-KLAMATH FALLS","MEDFORD","OR","FOX","KMVU-DT",32958,26,26,2/17/09,,," ","BROADCASTING LICENSES, L.P."
"MEDFORD-KLAMATH FALLS","MEDFORD","OR","NBC","KOBI",8260,5,5,2/17/09,,,,"CALIFORNIA OREGON BROADCASTING, INC."
"MEDFORD-KLAMATH FALLS","MEDFORD","OR","PBS","KSYS",61350,8,8,2/17/09,,,,"SOUTHERN OREGON PUBLIC TV, INC."
"MEDFORD-KLAMATH FALLS","MEDFORD","OR","CBS","KTVL",22570,10,10,6/12/09,,,,"FREEDOM BROADCASTING OF OREGON LICENSEE, L.L.C."
"MEMPHIS","HOLLY SPRINGS","MS","TBN","WBUY-TV",60830,40,41,6/12/09,,,,"TCCSA, INC., D/B/A TRINITY BROADCASTING NETWORK"
"MEMPHIS","MEMPHIS","TN","FOX","WHBQ-TV",12521,13,13,6/12/09,,," PHSD TRAN","FOX TELEVISION STATIONS, INC."
"MEMPHIS","MEMPHIS","TN","PBS","WKNO",42061,10,29,5/1/09,,,,"MID-SOUTH PUBLIC COMMUNICATIONS FOUNDATION"
"MEMPHIS","MEMPHIS","TN","CW","WLMT",68518,30,31,2/17/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"MEMPHIS","MEMPHIS","TN","NBC","WMC-TV",19184,5,5,6/12/09,,,,"WMC LICENSE SUBSIDIARY, LLC"
"MEMPHIS","MEMPHIS","TN","ABC","WPTY-TV",11907,24,25,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"MEMPHIS","MEMPHIS","TN","ION","WPXX-TV",21726,50,51,6/12/09,,"S",,"ION MEDIA MEMPHIS LICENSE, INC."
"MEMPHIS","MEMPHIS","TN","CBS","WREG-TV",66174,3,28,6/12/09,,,,"LOCAL TV TENNESSEE LICENSE, LLC"
"MEMPHIS","MEMPHIS","TN","REL","WTWV",81692,14,23,"DIGITAL ONLY",,,,"CHRISTIAN WORLDVIEW BROADCASTING CORPORATION"
"MEMPHIS","OXFORD","MS","PBS","WMAV-TV",43193,18,36,2/17/09,,,"ET-OPER","MISSISSIPPI AUTHORITY FOR EDUCATIONAL TELEVISION"
"MERIDIAN","MERIDIAN","MS","NBC","WGBC",24314,30,31,"Before 2/17/09",,,,"WGBC-TV, LLC"
"MERIDIAN","MERIDIAN","MS","PBS","WMAW-TV",43169,14,44,2/17/09,,,"EXT-OPER","MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV"
"MERIDIAN","MERIDIAN","MS","CBS","WMDN",73255,24,24,2/17/09,,,,"WMDN TV, LLC"
"MERIDIAN","MERIDIAN","MS","ABC","WTOK-TV",4686,11,11,6/12/09,,,,"GRAY TELEVISION LICENSEE, INC."
"MIAMI-FT. LAUDERDALE","BOCA RATON","FL","ETV","WBEC-TV",51349,63,40,6/12/09,,,,"THE SCHOOL BOARD OF BROWARD COUNTY, FLORIDA"
"MIAMI-FT. LAUDERDALE","FORT LAUDERDALE","FL","TELEMUNDO","WSCV",64971,51,30,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"MIAMI-FT. LAUDERDALE","HOLLYWOOD","FL","TELEFUTURA","WAMI-TV",60536,69,47,6/12/09,,,,"TELEFUTURA MIAMI LLC"
"MIAMI-FT. LAUDERDALE","KEY WEST","FL","IND","WGEN-TV",27387,8,8,6/12/09,,,,"MAPALE LLC"
"MIAMI-FT. LAUDERDALE","KEY WEST","FL","MEGA TV","WSBS-TV",72053,22,3,2/17/09,,,,"WSBS LICENSING, INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","IND","WBFS-TV",12497,33,32,6/12/09,,,,"MIAMI TELEVISION STATION WBFS INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","CBS","WFOR-TV",47902,4,22,6/12/09,,,,"CBS TELEVISION STATIONS INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","TBN","WHFT-TV",67971,45,46,4/16/09,,,,"TRINITY BROADCASTING OF FLORIDA, INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","PBS","WLRN-TV",66358,17,20,6/12/09,,,,"THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL"
"MIAMI-FT. LAUDERDALE","MIAMI","FL","UNIVISION","WLTV",73230,23,23,6/12/09,,,,"WLTV LICENSE PARTNERSHIP, G.P."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","PBS","WPBT",13456,2,18,6/12/09,,"S",,"COMMUNITY TV FOUNDATION OF S. FLORIDA, INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","ABC","WPLG",53113,10,10,6/12/09,,,"PHASED TRAN","POST-NEWSWEEK STATIONS, FLORIDA, INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","ION","WPXM-TV",48608,35,35,2/17/09,,,,"ION MEDIA LICENSE COMPANY, LLC"
"MIAMI-FT. LAUDERDALE","MIAMI","FL","CW","WSFL-TV",10203,39,19,6/12/09,,,,"CHANNEL 39, INC."
"MIAMI-FT. LAUDERDALE","MIAMI","FL","FOX","WSVN",63840,7,7,6/12/09,,,,"SUNBEAM TELEVISION CORPORATION"
"MIAMI-FT. LAUDERDALE","MIAMI","FL","NBC","WTVJ",63154,6,31,6/12/09,,"S",,"NBC TELEMUNDO LICENSE CO."
"MILWAUKEE","KENOSHA","WI","ION","WPXE-TV",37104,55,40,6/12/09,,,,"ION MEDIA MILWAUKEE LICENSE, INC."
"MILWAUKEE","MAYVILLE","WI","TBN","WWRS-TV",68547,52,43,4/16/09,,,,"TRINITY CHRISTIAN CENTER OF SANTA ANA, INC."
"MILWAUKEE","MILWAUKEE","WI","MYTV","WCGV-TV",71278,24,25,2/17/09,,,,"WCGV LICENSEE, LLC"
"MILWAUKEE","MILWAUKEE","WI","CBS","WDJT-TV",71427,58,46,6/12/09,," ",,"WDJT-TV LIMITED PARTNERSHIP"
"MILWAUKEE","MILWAUKEE","WI","ABC","WISN-TV",65680,12,34,6/12/09,,,,"WISN HEARST-ARGYLE TV, INC. (CA CORP.)"
"MILWAUKEE","MILWAUKEE","WI","FOX","WITI",73107,6,33,6/12/09,,"S","PHASED TRAN","COMMUNITY TELEVISION OF WISCONSIN LICENSE, LLC"
"MILWAUKEE","MILWAUKEE","WI","PBS","WMVS",42663,10,8,6/12/09,,,,"MILWAUKEE AREA TECHNICAL COLLEGE DISTRICT BOARD"
"MILWAUKEE","MILWAUKEE","WI","PBS","WMVT",42665,36,35,6/12/09,,,,"MILWAUKEE AREA TECHNICAL COLLEGE DISTRICT BOARD"
"MILWAUKEE","MILWAUKEE","WI","NBC","WTMJ-TV",74098,4,28,6/12/09,,,,"JOURNAL BROADCAST CORPORATION"
"MILWAUKEE","MILWAUKEE","WI","IND","WVCY-TV",72342,30,22,2/17/09,,,,"VCY AMERICA, INC."
"MILWAUKEE","MILWAUKEE","WI","CW","WVTV",74174,18,18,2/17/09,,,"PHASED TRAN","WVTV LICENSEE, INC."
"MILWAUKEE","RACINE","WI","SHOP AT HM","WBME-TV",68545,49,48,6/12/09,," ",,"TV-49,  INC."
"MINNEAPOLIS-ST. PAUL","ALEXANDRIA","MN","CBS","KCCO-TV",9632,7,7,6/12/09,,,,"CBS BROADCASTING INC."
"MINNEAPOLIS-ST. PAUL","ALEXANDRIA","MN","ABC","KSAX",35584,42,42,6/12/09,,,,"KSAX-TV, INC."
"MINNEAPOLIS-ST. PAUL","APPLETON","MN","PBS","KWCM-TV",71549,10,10,2/17/09,,,"2% LOSS/PHSD TRAN","WEST CENTRAL MINNESOTA EDUCATIONAL TELEVISION CO."
"MINNEAPOLIS-ST. PAUL","BEMIDJI","MN","PBS","KAWE",49578,9,9,2/17/09,,,,"NORTHERN MINNESOTA PUBLIC TELEVISION, INC."
"MINNEAPOLIS-ST. PAUL","BEMIDJI","MN","FOX","KFTC",83714,26,26,"Before 2/17/09",,,,"FOX TELEVISION STATIONS, INC."
"MINNEAPOLIS-ST. PAUL","BRAINERD","MN","PBS","KAWB",49579,22,28,2/17/09,,,,"NORTHERN MINNESOTA PUBLIC TELEVISION, INC."
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","NBC","KARE",23079,11,11,6/12/09,,,,"MULTIMEDIA HOLDINGS CORPORATION"
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","FOX","KMSP-TV",68883,9,9,6/12/09,,,,"FOX TELEVISION STATIONS, INC."
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","IND","KSTC-TV",35843,45,45,5/26/09,,,"PHASED TRAN","KSTC-TV, LLC"
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","CBS","WCCO-TV",9629,4,32,6/12/09,,"S",,"CBS BROADCASTING INC."
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","MYTV","WFTC",11913,29,29,6/12/09,,,"PHASED TRAN","FOX TELEVISION STATIONS, INC."
"MINNEAPOLIS-ST. PAUL","MINNEAPOLIS","MN","CW","WUCW",36395,23,22,2/17/09,,,,"KLGT LICENSEE, LLC"
"MINNEAPOLIS-ST. PAUL","REDWOOD FALLS","MN","ABC","KRWF ",35585,43,27,"Before 2/17/09",,,"ANLG DARK","KSAX-TV, INC."
"MINNEAPOLIS-ST. PAUL","ST. CLOUD","MN","ION","KPXM-TV",35907,41,40,6/12/09,,,,"ION MEDIA MINNEAPOLIS LICENSE, INC."
"MINNEAPOLIS-ST. PAUL","ST. PAUL","MN","ABC","KSTP-TV",28010,5,35,6/12/09,,"S","2% LOSS/PHSD TRAN","KSTP-TV, LLC"
"MINNEAPOLIS-ST. PAUL","ST. PAUL","MN","PBS","KTCA-TV",68594,2,34,6/12/09,,,"2% LOSS","TWIN CITIES PUBLIC TELEVISION, INC."
"MINNEAPOLIS-ST. PAUL","ST. PAUL","MN","PBS","KTCI-TV",68597,17,26,6/12/09,,,"PHASED TRAN","TWIN CITIES PUBLIC TELEVISION, INC."
"MINNEAPOLIS-ST. PAUL","WALKER","MN","CBS","KCCW-TV",9640,12,12,6/12/09,,,,"CBS BROADCASTING INC."
"MINOT-BISMARCK-DICKINSON","BISMARCK","ND","PBS","KBME-TV",53324,3,22,2/17/09,,,"2% LOSS","PRAIRIE PUBLIC BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","BISMARCK","ND","ABC","KBMY",22121,17,16,6/12/09,,," PHSD TRAN","KBMY-KMCY, LLC"
"MINOT-BISMARCK-DICKINSON","BISMARCK","ND","NBC","KFYR-TV",41427,5,31,2/17/09,,,"2% LOSS","HOAK MEDIA OF DAKOTA LICENSE, LLC"
"MINOT-BISMARCK-DICKINSON","BISMARCK","ND","FOX","KNDX",82611,26,26,6/12/09,,,,"PRIME CITIES BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","BISMARCK","ND","CBS","KXMB-TV",55686,12,12,5/28/09,"GRNTD",,,"REITEN TELEVISION, INC."
"MINOT-BISMARCK-DICKINSON","DICKINSON","ND","PBS","KDSE",53329,9,9,"Before 2/17/09",,,,"PRAIRIE PUBLIC BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","DICKINSON","ND","NBC","KQCD-TV",41430,7,7,2/17/09,,,,"HOAK MEDIA OF DAKOTA LICENSE, LLC"
"MINOT-BISMARCK-DICKINSON","DICKINSON","ND","CBS","KXMA-TV",55684,2,19,6/12/09,,,"2% LOSS","REITEN TELEVISION, INC."
"MINOT-BISMARCK-DICKINSON","MINOT","ND","ABC","KMCY",22127,14,14,2/17/09,,,,"KBMY-KMCY, LLC"
"MINOT-BISMARCK-DICKINSON","MINOT","ND","NBC","KMOT",41425,10,10,"Before 2/17/09",,,,"HOAK MEDIA OF DAKOTA LICENSE, LLC"
"MINOT-BISMARCK-DICKINSON","MINOT","ND","PBS","KSRE",53313,6,40,2/17/09,,,"2% LOSS","PRAIRIE PUBLIC BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","MINOT","ND","CBS","KXMC-TV",55685,13,13,6/12/09,,,,"REITEN TELEVISION, INC."
"MINOT-BISMARCK-DICKINSON","MINOT","ND","FOX","KXND",82615,24,24,6/12/09,,,,"PRIME CITIES BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","WILLISTON","ND","NBC","KUMV-TV",41429,8,8,2/17/09,,,,"HOAK MEDIA OF DAKOTA LICENSE, LLC"
"MINOT-BISMARCK-DICKINSON","WILLISTON","ND","PBS","KWSE",53318,4,51,"Before 2/17/09",,,"2% LOSS","PRAIRIE PUBLIC BROADCASTING, INC."
"MINOT-BISMARCK-DICKINSON","WILLISTON","ND","CBS","KXMD-TV",55683,11,14,6/12/09,,,"2% LOSS","REITEN TELEVISION, INC."
"MISSOULA","KALISPELL","MT","FOX","KCFW-TV",18079,9,9,6/8/09,,"C",,"BLUESTONE LICENSE HOLDINGS INC."
"MISSOULA","MISSOULA","MT","NBC","KECI-TV",18084,13,13,6/12/09,,,,"BLUESTONE LICENSE HOLDINGS INC."
"MISSOULA","MISSOULA","MT","FOX","KMMF",81348,17,17,6/12/09,,,"EXT-DARK","MONTANA LICENSE SUB, INC."
"MISSOULA","MISSOULA","MT","CBS/CW","KPAX-TV",35455,8,7,6/12/09,,,,"KPAX COMMUNICATIONS, INC."
"MISSOULA","MISSOULA","MT","ABC","KTMF",14675,23,23,2/17/09,,,,"MMM LICENSE LLC"
"MISSOULA","MISSOULA","MT","PBS","KUFM-TV",66611,11,11,6/12/09,,,,"THE UNIVERSITY OF MONTANA"
"MOBILE-PENSACOLA (FT WALT)","DESTIN","FL","IND","WFBD",81669,,48,"DIGITAL ONLY",,,,"GEORGE S. FLINN, JR."
"MOBILE-PENSACOLA (FT WALT)","FORT WALTON BCH","FL","IND","WAWD",54938,58,49,"Before 2/17/09",,,"2% LOSS/EXT-OPER","BEACH TV PROPERTIES, INC."
"MOBILE-PENSACOLA (FT WALT)","FORT WALTON BCH","FL","MYTV","WFGX",6554,35,50,2/17/09,,,"EXT-OPER","WFGX LICENSEE, LLC"
"MOBILE-PENSACOLA (FT WALT)","FORT WALTON BCH","FL","IND","WPAN",31570,53,40,"Before 2/17/09",,,,"FRANKLIN MEDIA, INC."
"MOBILE-PENSACOLA (FT WALT)","GULF SHORES","AL","CW","WBPG",83943,55,25,2/17/09,,,,"LIN OF ALABAMA, LLC"
"MOBILE-PENSACOLA (FT WALT)","MOBILE","AL","FOX","WALA-TV",4143,10,9,6/12/09,,,,"LIN OF ALABAMA, LLC"
"MOBILE-PENSACOLA (FT WALT)","MOBILE","AL","PBS","WEIQ",721,42,41,2/17/09,,,,"ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"MOBILE-PENSACOLA (FT WALT)","MOBILE","AL","CBS","WKRG-TV",73187,5,27,6/12/09,,,"2% LOSS/PHSD TRAN","MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"MOBILE-PENSACOLA (FT WALT)","MOBILE","AL","TBN","WMPV-TV",60827,21,20,4/16/09,,,,"TCCSA,INC., D/B/A TRINITY BROADCASTING NETWORK"
"MOBILE-PENSACOLA (FT WALT)","MOBILE","AL","NBC","WPMI-TV",11906,15,15,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"MOBILE-PENSACOLA (FT WALT)","PENSACOLA","FL","ABC","WEAR-TV",71363,3,17,6/12/09,,,,"WEAR LICENSEE, LLC"
"MOBILE-PENSACOLA (FT WALT)","PENSACOLA","FL","IND","WHBR",10894,33,34,"Before 2/17/09",,,,"CHRISTIAN TELEVISION OF PENSACOLA/MOBILE, INC."
"MOBILE-PENSACOLA (FT WALT)","PENSACOLA","FL","IND","WJTC",41210,44,45,2/17/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"MOBILE-PENSACOLA (FT WALT)","PENSACOLA","FL","PBS","WSRE",17611,23,31,2/17/09,,,,"DISTRICT BOARD OF TRUSTEES, PENSACOLA JR. COLLEGE"
"MONROE-EL DORADO","COLUMBIA","LA","ABC","KAQY",52046,11,11,"Before 2/17/09",,,,"PARKER BROADCASTING OF LOUISIANA LLC"
"MONROE-EL DORADO","EL DORADO","AR","MYTV","KEJB",84164,43,43,6/12/09,,,,"KM TELEVISION OF EL DORADO, L.L.C."
"MONROE-EL DORADO","EL DORADO","AR","PBS","KETZ",92872,,10,"DIGITAL ONLY",,,,"ARKANSAS  EDUCATIONAL TELEVISION COMMISSION"
"MONROE-EL DORADO","EL DORADO","AR","NBC","KTVE",35692,10,27,4/16/09,"DENIED",,,"MISSION BROADCASTING, INC."
"MONROE-EL DORADO","MONROE","LA","PBS","KLTM-TV",38589,13,13,6/12/09,,,,"LOUISIANA EDUCATIONAL TELEVISION AUTHORITY"
"MONROE-EL DORADO","MONROE","LA","CBS","KNOE-TV",48975,8,8,"Before 2/17/09",,,"2% LOSS","HOAK MEDIA OF LOUISIANA LICENSE, LLC"
"MONROE-EL DORADO","WEST MONROE","LA","FOX","KARD",3658,14,36,4/16/09,"DENIED",,"2% LOSS","NEXSTAR BROADCASTING, INC."
"MONROE-EL DORADO","WEST MONROE","LA","IND","KMCT-TV",38584,39,38,"Before 2/17/09",,,"2% LOSS","LOUISIANA CHRISTIAN BROADCASTING, INC."
"MONTEREY-SALINAS","MONTEREY","CA","CBS","KION-TV",26249,46,32,2/17/09,,,"2% LOSS","COWLES CALIFORNIA MEDIA COMPANY"
"MONTEREY-SALINAS","MONTEREY","CA","UNIVISION","KSMS-TV",35611,67,31,6/12/09,,,"2% LOSS","ENTRAVISION HOLDINGS, LLC"
"MONTEREY-SALINAS","SALINAS","CA","FOX","KCBA",14867,35,13,2/17/09,,,,"SEAL ROCK BROADCASTERS, L.L.C."
"MONTEREY-SALINAS","SALINAS","CA","NBC","KSBW",19653,8,8,6/12/09,,,"2% LOSS","HEARST-ARGYLE STATIONS, INC."
"MONTEREY-SALINAS","WATSONVILLE","CA","PBS","KQET",8214,25,25,5/9/09,,,,"NORTHERN CALIFORNIA PUBLIC BROADCASTING, INC."
"MONTGOMERY-SELMA","DEMOPOLIS","AL","PBS","WIIQ",720,41,19,2/17/09,,,,"ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"MONTGOMERY-SELMA","DOZIER","AL","PBS","WDIQ",714,2,10,2/17/09,,,"2% LOSS/EXT-OPER","ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"MONTGOMERY-SELMA","MONTGOMERY","AL","PBS","WAIQ",706,26,27,2/17/09,,,,"ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"MONTGOMERY-SELMA","MONTGOMERY","AL","FOX","WCOV-TV",73642,20,20,2/17/09,,,,"WOODS COMMUNICATIONS CORPORATION"
"MONTGOMERY-SELMA","MONTGOMERY","AL","TBN","WMCF-TV",60829,45,46,4/16/09,,,,"TRINITY CHRISTIAN CENTER OF SANTA ANA, INC."
"MONTGOMERY-SELMA","MONTGOMERY","AL","ABC","WNCF",72307,32,32,4/20/09,,"C","2% LOSS","CHANNEL 32 MONTGOMERY LLC"
"MONTGOMERY-SELMA","MONTGOMERY","AL","NBC","WSFA",13993,12,12,6/12/09,,,"2% LOSS","WSFA LICENSE SUBSIDIARY, LLC"
"MONTGOMERY-SELMA","SELMA","AL","CBS","WAKA",701,8,42,"Before 2/17/09",,,"PHASED TRAN","ALABAMA BROADCASTING PARTNERS"
"MONTGOMERY-SELMA","SELMA","AL","TBN","WBIH",84802,29,29,"DIGITAL ONLY",,,,"FLINN BROADCASTING CORPORATION"
"MONTGOMERY-SELMA","TROY","AL","MYTV","WRJM-TV",62207,67,48,6/12/09,,,"EXT-DARK","WALTER P. LUNSFORD, RCVR FOR JOSIE PARK BROADCASTING"
"MONTGOMERY-SELMA","TUSKEGEE","AL","CW","WBMM",68427,22,22,4/22/09,,,"2% LOSS","SAGAMOREHILL BROADCASTING OF ALABAMA, LLC"
"MYRTLE BEACH-FLORENCE","CONWAY","SC","PBS","WHMC",61004,23,9,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TELEVISION COMMISSION"
"MYRTLE BEACH-FLORENCE","FLORENCE","SC","CBS","WBTW",66407,13,13,6/12/09,,,,"MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"MYRTLE BEACH-FLORENCE","FLORENCE","SC","PBS","WJPM-TV",61008,33,45,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TELEVISION COMMISSION"
"MYRTLE BEACH-FLORENCE","FLORENCE","SC","ABC","WPDE-TV",17012,15,16,6/12/09,,,,"BARRINGTON MYRTLE BEACH LICENSE LLC"
"MYRTLE BEACH-FLORENCE","FLORENCE","SC","CW","WWMB",3133,21,21,6/12/09,,,"EXT DARK","SAGAMOREHILL OF CAROLINA LICENSES LLC"
"MYRTLE BEACH-FLORENCE","LUMBERTON","NC","PBS","WUNU",69416,31,31,6/12/09,,,"2% LOSS","UNIVERSITY OF NORTH CAROLINA"
"MYRTLE BEACH-FLORENCE","MYRTLE BEACH","SC","FOX","WFXB",9054,43,18,6/12/09,,,,"SPRINGFIELD BROADCASTING PARTNERS"
"MYRTLE BEACH-FLORENCE","MYRTLE BEACH","SC","IND","WMBF-TV",83969,32,32,"DIGITAL ONLY",,,,"WMBF LICENSE SUBSIDIARY, LLC"
"NASHVILLE","COOKEVILLE","TN","PBS","WCTE",69479,22,22,"Before 2/17/09",,,"PHASED TRAN","UPPER CUMBERLAND BROADCAST COUNCIL"
"NASHVILLE","COOKEVILLE","TN","ION","WNPX-TV",28468,28,36,6/12/09,,,"2% LOSS","ION MEDIA LICENSE COMPANY, LLC"
"NASHVILLE","HENDERSONVILLE","TN","TBN","WPGD-TV",60820,50,33,4/16/09,,,,"TCCSA, INC., D/B/A TRINITY BROADCASTING NETWORK"
"NASHVILLE","LEBANON","TN","IND","WJFB",7651,66,44,"Before 2/17/09",,,,"BRYANT BROADCASTING, INC."
"NASHVILLE","MURFREESBORO","TN","IND","WHTN",11117,39,38,"Before 2/17/09",,,,"CHRISTIAN TELEVISION NETWORK, INC."
"NASHVILLE","NASHVILLE","TN","ABC","WKRN-TV",73188,2,27,6/12/09,,,,"WKRN, G.P."
"NASHVILLE","NASHVILLE","TN","CW","WNAB",73310,58,23,2/17/09,,,,"NASHVILLE LICENSE HOLDINGS, L.L.C."
"NASHVILLE","NASHVILLE","TN","PBS","WNPT",41398,8,8,6/12/09,,,,"NASHVILLE PUBLIC TELEVISION, INC."
"NASHVILLE","NASHVILLE","TN","NBC","WSMV-TV",41232,4,10,6/12/09,,"S",,"MEREDITH CORPORATION"
